Suburb,Year,pop_est,incidents_recorded,Number of Records,incidents_per_1000_people
JUNCTION VILLAGE,2014,1073,17,8,15.84342964
JUNCTION VILLAGE,2015,1045,34,16,32.53588517
JUNCTION VILLAGE,2016,1017,23,11,22.61553589
JUNCTION VILLAGE,2017,989,19,15,19.21132457
JUNCTION VILLAGE,2018,961,18,10,18.73048907
JUNCTION VILLAGE,2019,933,31,15,33.2261522
JUNCTION VILLAGE,2020,905,31,14,34.25414365
JUNG,2011,246,4,3,16.2601626
JUNG,2012,245,8,6,32.65306122
JUNG,2013,244,2,2,8.196721311
JUNG,2014,243,9,5,37.03703704
JUNG,2015,242,8,6,33.05785124
JUNG,2016,241,2,2,8.298755187
JUNG,2017,240,7,5,29.16666667
JUNG,2018,239,6,6,25.10460251
JUNG,2019,238,2,2,8.403361345
JUNG,2020,237,1,1,4.219409283
JUNORTOUN,2011,2378,26,9,10.93355761
JUNORTOUN,2012,2542,15,8,5.90086546
JUNORTOUN,2013,2707,31,12,11.45179165
JUNORTOUN,2014,2871,17,5,5.921281783
JUNORTOUN,2015,3036,27,10,8.893280632
JUNORTOUN,2016,3201,34,17,10.62168072
JUNORTOUN,2017,3366,34,12,10.1010101
JUNORTOUN,2018,3531,18,12,5.097706032
JUNORTOUN,2019,3696,42,15,11.36363636
JUNORTOUN,2020,3861,59,18,15.28101528
KAARIMBA,2011,99,3,3,30.3030303
KAARIMBA,2012,96,6,3,62.5
KAARIMBA,2013,93,3,2,32.25806452
KAARIMBA,2014,90,2,2,22.22222222
KAARIMBA,2015,87,6,5,68.96551724
KAARIMBA,2016,85,6,5,70.58823529
KAARIMBA,2017,83,13,8,156.626506
KAARIMBA,2018,81,11,5,135.8024691
KAARIMBA,2019,79,6,4,75.94936709
KAARIMBA,2020,77,2,2,25.97402597
KALIMNA,2011,1261,20,9,15.86042823
KALIMNA,2012,1258,20,10,15.89825119
KALIMNA,2013,1256,37,18,29.45859873
KALIMNA,2014,1253,27,18,21.54828412
KALIMNA,2015,1251,21,13,16.78657074
KALIMNA,2016,1249,23,12,18.41473179
KALIMNA,2017,1247,35,19,28.06736167
KALIMNA,2018,1245,48,20,38.55421687
KALIMNA,2019,1243,35,21,28.15768302
KALIMNA,2020,1241,59,26,47.54230459
KALKALLO,2011,105,18,10,171.428575
KALKALLO,2012,105,16,11,152.380957
KALKALLO,2013,105,27,14,257.142862
KALKALLO,2014,105,20,11,190.476194
KALKALLO,2015,105,37,16,352.380958
KALKALLO,2016,105,44,17,419.047623
KALKALLO,2017,105,72,21,685.714288
KALKALLO,2018,105,112,19,1066.666673
KALKALLO,2019,105,164,27,1561.904766
KALKALLO,2020,105,327,29,3114.28572
KALLISTA,2011,1557,40,11,25.69043031
KALLISTA,2012,1533,23,14,15.00326158
KALLISTA,2013,1509,23,16,15.24188204
KALLISTA,2014,1485,34,16,22.8956229
KALLISTA,2015,1461,9,5,6.160164271
KALLISTA,2016,1437,27,18,18.78914405
KALLISTA,2017,1413,17,9,12.03113942
KALLISTA,2018,1389,25,17,17.99856012
KALLISTA,2019,1365,16,10,11.72161172
KALLISTA,2020,1341,20,13,14.9142431
KALORAMA,2011,1208,24,13,19.86754967
KALORAMA,2012,1214,22,13,18.12191104
KALORAMA,2013,1220,24,12,19.67213115
KALORAMA,2014,1226,16,13,13.05057096
KALORAMA,2015,1232,13,7,10.55194805
KALORAMA,2016,1239,29,13,23.40597256
KALORAMA,2017,1246,23,12,18.45906902
KALORAMA,2018,1253,44,19,35.11572227
KALORAMA,2019,1260,38,20,30.15873016
KALORAMA,2020,1267,56,13,44.19889503
KANGAROO FLAT,2011,9492,497,43,52.35988201
KANGAROO FLAT,2012,9672,513,41,53.03970223
KANGAROO FLAT,2013,9852,559,46,56.73974827
KANGAROO FLAT,2014,10033,674,49,67.17831157
KANGAROO FLAT,2015,10213,598,45,58.55282483
KANGAROO FLAT,2016,10394,814,51,78.31441216
KANGAROO FLAT,2017,10575,780,46,73.75886525
KANGAROO FLAT,2018,10756,764,54,71.03012272
KANGAROO FLAT,2019,10937,893,55,81.64944683
KANGAROO FLAT,2020,11118,849,48,76.36265515
KANGAROO GROUND,2011,1015,27,10,26.60098522
KANGAROO GROUND,2012,1031,21,11,20.3685742
KANGAROO GROUND,2013,1047,24,10,22.9226361
KANGAROO GROUND,2014,1063,31,12,29.16274694
KANGAROO GROUND,2015,1079,16,9,14.82854495
KANGAROO GROUND,2016,1095,17,10,15.52511416
KANGAROO GROUND,2017,1111,20,12,18.00180018
KANGAROO GROUND,2018,1127,16,9,14.19698314
KANGAROO GROUND,2019,1143,28,14,24.49693788
KANGAROO GROUND,2020,1159,30,16,25.88438309
KANIVA,2011,1061,18,11,16.96512724
KANIVA,2012,1009,39,16,38.65213082
KANIVA,2013,957,37,17,38.66248694
KANIVA,2014,906,24,15,26.49006623
KANIVA,2015,854,15,9,17.56440281
KANIVA,2016,803,36,12,44.83188045
KANIVA,2017,752,54,28,71.80851064
KANIVA,2018,701,53,21,75.60627675
KANIVA,2019,650,43,24,66.15384615
KANIVA,2020,599,48,19,80.13355593
KANYAPELLA,2011,191,2,2,10.47120419
KANYAPELLA,2012,,3,1,0
KANYAPELLA,2013,,2,2,0
KANYAPELLA,2014,,5,4,0
KANYAPELLA,2015,,3,3,0
KANYAPELLA,2017,,1,1,0
KANYAPELLA,2018,,6,5,0
KANYAPELLA,2019,,7,4,0
KANYAPELLA,2020,,9,5,0
KARDELLA,2012,,1,1,0
KARDELLA,2013,,2,2,0
KARDELLA,2014,,2,1,0
KARDELLA,2015,,2,2,0
KARDELLA,2016,172,1,1,5.813953488
KARDELLA,2020,,2,2,0
KATAMATITE,2011,433,14,8,32.33256351
KATAMATITE,2012,426,12,8,28.16901408
KATAMATITE,2013,420,14,4,33.33333333
KATAMATITE,2014,413,16,12,38.7409201
KATAMATITE,2015,407,11,8,27.02702703
KATAMATITE,2016,401,16,11,39.90024938
KATAMATITE,2017,395,14,9,35.44303797
KATAMATITE,2018,389,12,7,30.84832905
KATAMATITE,2019,383,19,10,49.60835509
KATAMATITE,2020,377,29,22,76.92307692
KATANDRA WEST,2011,747,5,3,6.693440428
KATANDRA WEST,2012,692,4,4,5.780346821
KATANDRA WEST,2013,638,13,5,20.37617555
KATANDRA WEST,2014,584,13,9,22.26027397
KATANDRA WEST,2015,530,8,8,15.09433962
KATANDRA WEST,2016,476,15,9,31.51260504
KATANDRA WEST,2017,422,15,8,35.5450237
KATANDRA WEST,2018,368,14,9,38.04347826
KATANDRA WEST,2019,314,11,9,35.03184713
KATANDRA WEST,2020,260,19,10,73.07692308
KATUNGA,2011,1137,12,8,10.55408971
KATUNGA,2012,1108,26,10,23.46570397
KATUNGA,2013,1080,22,13,20.37037037
KATUNGA,2014,1052,27,14,25.66539924
KATUNGA,2015,1024,12,10,11.71875
KATUNGA,2016,996,10,8,10.04016064
KATUNGA,2017,968,27,13,27.89256198
KATUNGA,2018,940,22,15,23.40425532
KATUNGA,2019,912,37,15,40.57017544
KATUNGA,2020,884,35,17,39.59276018
KEALBA,2011,3164,218,30,68.90012642
KEALBA,2012,3170,210,30,66.24605678
KEALBA,2013,3176,245,33,77.14105793
KEALBA,2014,3182,243,33,76.36706474
KEALBA,2015,3188,209,36,65.55834379
KEALBA,2016,3194,242,37,75.76706324
KEALBA,2017,3200,230,40,71.875
KEALBA,2018,3206,242,35,75.4834685
KEALBA,2019,3212,275,33,85.61643836
KEALBA,2020,3218,377,34,117.1535115
KEELY,2011,108,2,2,18.51851852
KEELY,2012,,1,1,0
KEELY,2014,,1,1,0
KEELY,2015,,1,1,0
KEELY,2019,,6,1,0
KEELY,2020,,2,2,0
KEILOR,2011,5759,212,32,36.81194652
KEILOR,2012,5777,222,33,38.42824996
KEILOR,2013,5796,209,36,36.05935128
KEILOR,2014,5815,269,45,46.25967326
KEILOR,2015,5834,284,34,48.68015084
KEILOR,2016,5853,360,44,61.50691953
KEILOR,2017,5872,241,42,41.04223433
KEILOR,2018,5891,255,43,43.28636904
KEILOR,2019,5910,261,49,44.16243655
KEILOR,2020,5929,238,40,40.14167651
KEILOR DOWNS,2011,10307,422,40,40.94304841
KEILOR DOWNS,2012,10244,429,42,41.87817259
KEILOR DOWNS,2013,10182,515,46,50.57945394
KEILOR DOWNS,2014,10119,389,45,38.44253385
KEILOR DOWNS,2015,10057,450,44,44.74495376
KEILOR DOWNS,2016,9995,440,42,44.02201101
KEILOR DOWNS,2017,9933,465,45,46.81365146
KEILOR DOWNS,2018,9871,557,45,56.42792017
KEILOR DOWNS,2019,9809,515,44,52.50280355
KEILOR DOWNS,2020,9747,513,46,52.63157895
KEILOR EAST,2011,13259,470,59,35.44762048
KEILOR EAST,2012,13510,549,58,40.63656551
KEILOR EAST,2013,13761,539,55,39.16866507
KEILOR EAST,2014,14012,509,52,36.32600628
KEILOR EAST,2015,14263,616,67,43.18866999
KEILOR EAST,2016,14514,557,65,38.3767397
KEILOR EAST,2017,14765,516,60,34.94751101
KEILOR EAST,2018,15016,535,71,35.62866276
KEILOR EAST,2019,15267,487,58,31.89886684
KEILOR EAST,2020,15518,537,69,34.60497487
KEILOR LODGE,2011,1757,49,13,27.88844622
KEILOR LODGE,2012,1756,54,16,30.75170843
KEILOR LODGE,2013,1755,40,14,22.79202279
KEILOR LODGE,2014,1754,35,13,19.95438997
KEILOR LODGE,2015,1753,46,15,26.24073018
KEILOR LODGE,2016,1752,44,14,25.11415525
KEILOR LODGE,2017,1751,35,14,19.98857796
KEILOR LODGE,2018,1750,31,14,17.71428571
KEILOR LODGE,2019,1749,37,15,21.15494568
KEILOR LODGE,2020,1748,47,16,26.88787185
KEILOR NORTH,2011,84,37,7,440.4761905
KEILOR NORTH,2012,80,29,10,362.5
KEILOR NORTH,2013,77,22,11,285.7142857
KEILOR NORTH,2014,73,20,9,273.9726027
KEILOR NORTH,2015,70,20,10,285.7142857
KEILOR NORTH,2016,67,34,14,507.4626866
KEILOR NORTH,2017,64,25,17,390.625
KEILOR NORTH,2018,61,44,12,721.3114754
KEILOR NORTH,2019,58,57,20,982.7586207
KEILOR NORTH,2020,55,65,15,1181.818182
KEILOR PARK,2011,2540,185,27,72.83464567
KEILOR PARK,2012,2575,206,26,80
KEILOR PARK,2013,2611,191,23,73.15204902
KEILOR PARK,2014,2647,207,27,78.20173782
KEILOR PARK,2015,2683,239,28,89.07938874
KEILOR PARK,2016,2719,245,25,90.10665686
KEILOR PARK,2017,2755,192,29,69.69147005
KEILOR PARK,2018,2791,228,31,81.69115013
KEILOR PARK,2019,2827,195,27,68.97771489
KEILOR PARK,2020,2863,218,32,76.14390499
KENNINGTON,2011,5830,180,28,30.87478559
KENNINGTON,2012,5793,150,26,25.89331952
KENNINGTON,2013,5757,166,28,28.83446239
KENNINGTON,2014,5721,191,33,33.38577172
KENNINGTON,2015,5685,203,32,35.70800352
KENNINGTON,2016,5649,245,34,43.37050805
KENNINGTON,2017,5613,287,35,51.13130233
KENNINGTON,2018,5577,273,42,48.95104895
KENNINGTON,2019,5541,280,38,50.53239487
KENNINGTON,2020,5505,359,44,65.21344233
KENSINGTON,2011,9719,913,67,93.93970573
KENSINGTON,2012,9937,881,71,88.65854886
KENSINGTON,2013,10156,844,66,83.10358409
KENSINGTON,2014,10374,743,70,71.6213611
KENSINGTON,2015,10593,876,68,82.69612008
KENSINGTON,2016,10812,939,78,86.84794673
KENSINGTON,2017,11031,829,73,75.1518448
KENSINGTON,2018,11250,865,65,76.88888889
KENSINGTON,2019,11469,702,63,61.20847502
KENSINGTON,2020,11688,735,60,62.88501027
KERANG,2011,3872,344,36,88.84297521
KERANG,2012,3876,251,41,64.75748194
KERANG,2013,3880,248,40,63.91752577
KERANG,2014,3884,236,38,60.76210093
KERANG,2015,3888,219,38,56.32716049
KERANG,2016,3893,269,42,69.09838171
KERANG,2017,3898,296,46,75.93637763
KERANG,2018,3903,282,44,72.25211376
KERANG,2019,3908,379,49,96.98055271
KERANG,2020,3913,403,44,102.9900332
KERGUNYAH,2011,235,3,3,12.76595745
KERGUNYAH,2012,231,4,2,17.31601732
KERGUNYAH,2013,227,3,3,13.21585903
KERGUNYAH,2014,223,5,4,22.42152466
KERGUNYAH,2015,219,1,1,4.566210046
KERGUNYAH,2016,215,7,5,32.55813953
KERGUNYAH,2017,211,2,2,9.478672986
KERGUNYAH,2018,207,10,6,48.30917874
KERGUNYAH,2019,203,2,2,9.852216749
KERGUNYAH,2020,199,3,2,15.07537688
KEW,2011,23876,781,41,32.7106718
KEW,2012,24021,880,47,36.63461138
KEW,2013,24167,973,45,40.26151363
KEW,2014,24313,1162,49,47.79336158
KEW,2015,24459,1045,48,42.72455947
KEW,2016,24605,1217,52,49.46149157
KEW,2017,24751,1081,51,43.67500303
KEW,2018,24897,1021,47,41.0089569
KEW,2019,25043,926,44,36.97640059
KEW,2020,25189,1141,47,45.29755052
KEW EAST,2011,6017,166,21,27.58849925
KEW EAST,2012,6140,195,25,31.75895765
KEW EAST,2013,6264,203,28,32.40740741
KEW EAST,2014,6387,207,24,32.40958196
KEW EAST,2015,6511,167,30,25.64890186
KEW EAST,2016,6635,187,27,28.1838734
KEW EAST,2017,6759,210,34,31.06968486
KEW EAST,2018,6883,209,26,30.36466657
KEW EAST,2019,7007,199,31,28.40017126
KEW EAST,2020,7131,219,31,30.71098023
KEYSBOROUGH,2011,19885,944,49,47.47296958
KEYSBOROUGH,2012,21065,943,46,44.76619986
KEYSBOROUGH,2013,22245,1014,48,45.58327714
KEYSBOROUGH,2014,23425,956,43,40.81109925
KEYSBOROUGH,2015,24605,1178,49,47.87644788
KEYSBOROUGH,2016,25785,1294,50,50.18421563
KEYSBOROUGH,2017,26965,1365,52,50.6211756
KEYSBOROUGH,2018,28145,1202,50,42.70740807
KEYSBOROUGH,2019,29325,1515,48,51.66240409
KEYSBOROUGH,2020,30505,1477,47,48.41829208
KIALLA,2011,5810,198,32,34.07917384
KIALLA,2012,6011,208,37,34.60322742
KIALLA,2013,6212,190,28,30.58596265
KIALLA,2014,6414,213,32,33.20860617
KIALLA,2015,6615,256,35,38.69992441
KIALLA,2016,6817,303,39,44.44770427
KIALLA,2017,7019,315,44,44.87818778
KIALLA,2018,7221,266,36,36.83700319
KIALLA,2019,7423,302,37,40.68435942
KIALLA,2020,7625,298,35,39.08196721
KIALLA EAST,2011,256,2,2,7.8125
KIALLA EAST,2012,232,4,2,17.24137931
KIALLA EAST,2013,208,4,4,19.23076923
KIALLA EAST,2014,184,7,3,38.04347826
KIALLA EAST,2015,160,1,1,6.25
KIALLA EAST,2016,137,5,5,36.49635036
KIALLA EAST,2017,114,11,6,96.49122807
KIALLA EAST,2018,91,5,2,54.94505495
KIALLA EAST,2019,68,9,7,132.3529412
KIALLA EAST,2020,45,5,3,111.1111111
KIALLA WEST,2011,432,8,6,18.51851852
KIALLA WEST,2012,431,17,10,39.44315545
KIALLA WEST,2013,431,12,9,27.84222738
KIALLA WEST,2014,431,10,9,23.20185615
KIALLA WEST,2015,431,18,9,41.76334107
KIALLA WEST,2016,431,13,12,30.16241299
KIALLA WEST,2017,431,24,17,55.68445476
KIALLA WEST,2018,431,16,7,37.12296984
KIALLA WEST,2019,431,15,12,34.80278422
KIALLA WEST,2020,431,22,14,51.04408353
KIEWA,2011,311,7,5,22.50803859
KIEWA,2012,343,9,5,26.23906706
KIEWA,2013,376,11,9,29.25531915
KIEWA,2014,408,13,9,31.8627451
KIEWA,2015,441,3,3,6.802721088
KIEWA,2016,474,2,2,4.219409283
KIEWA,2017,507,12,8,23.66863905
KIEWA,2018,540,5,4,9.259259259
KIEWA,2019,573,10,8,17.45200698
KIEWA,2020,606,18,8,29.7029703
KILCUNDA,2011,321,19,8,59.19003115
KILCUNDA,2012,336,23,10,68.45238095
KILCUNDA,2013,351,13,10,37.03703704
KILCUNDA,2014,366,14,10,38.25136612
KILCUNDA,2015,381,11,8,28.87139108
KILCUNDA,2016,396,13,8,32.82828283
KILCUNDA,2017,411,11,8,26.76399027
KILCUNDA,2018,426,17,7,39.90610329
KILCUNDA,2019,441,28,12,63.49206349
KILCUNDA,2020,456,8,5,17.54385965
KILMORE,2011,6678,249,41,37.28661276
KILMORE,2012,6934,297,42,42.83241996
KILMORE,2013,7190,351,47,48.8178025
KILMORE,2014,7446,338,43,45.39349987
KILMORE,2015,7702,358,51,46.48143339
KILMORE,2016,7958,423,49,53.15405881
KILMORE,2017,8214,427,40,51.98441685
KILMORE,2018,8470,449,52,53.01062574
KILMORE,2019,8726,501,51,57.41462297
KILMORE,2020,8982,390,47,43.42017368
KILMORE EAST,2011,353,10,8,28.3286119
KILMORE EAST,2012,365,16,7,43.83561644
KILMORE EAST,2013,378,8,4,21.16402116
KILMORE EAST,2014,391,12,9,30.69053708
KILMORE EAST,2015,404,21,12,51.98019802
KILMORE EAST,2016,417,16,9,38.36930456
KILMORE EAST,2017,430,28,14,65.11627907
KILMORE EAST,2018,443,31,14,69.97742664
KILMORE EAST,2019,456,26,11,57.01754386
KILMORE EAST,2020,469,24,13,51.17270789
KILSYTH,2011,10043,351,51,34.94971622
KILSYTH,2012,10212,409,52,40.05092049
KILSYTH,2013,10382,402,60,38.72086303
KILSYTH,2014,10551,438,61,41.51265283
KILSYTH,2015,10721,483,61,45.05176756
KILSYTH,2016,10891,527,71,48.38857772
KILSYTH,2017,11061,458,65,41.40674442
KILSYTH,2018,11231,458,63,40.77998397
KILSYTH,2019,11401,476,64,41.75072362
KILSYTH,2020,11571,488,60,42.17440152
KILSYTH SOUTH,2011,3053,66,16,21.61808058
KILSYTH SOUTH,2012,3040,101,25,33.22368421
KILSYTH SOUTH,2013,3027,68,25,22.46448629
KILSYTH SOUTH,2014,3014,80,22,26.54280027
KILSYTH SOUTH,2015,3001,106,23,35.32155948
KILSYTH SOUTH,2016,2988,99,24,33.13253012
KILSYTH SOUTH,2017,2975,126,30,42.35294118
KILSYTH SOUTH,2018,2962,80,26,27.00877785
KILSYTH SOUTH,2019,2949,93,25,31.53611394
KILSYTH SOUTH,2020,2936,79,27,26.90735695
KING VALLEY,2013,,3,3,0
KING VALLEY,2014,,1,1,0
KING VALLEY,2016,101,1,1,9.900990099
KING VALLEY,2017,,1,1,0
KING VALLEY,2018,,2,2,0
KING VALLEY,2019,,1,1,0
KINGLAKE,2011,1347,46,22,34.14996288
KINGLAKE,2012,1384,51,23,36.84971098
KINGLAKE,2013,1422,37,22,26.01969058
KINGLAKE,2014,1460,47,23,32.19178082
KINGLAKE,2015,1498,58,21,38.71829105
KINGLAKE,2016,1536,58,26,37.76041667
KINGLAKE,2017,1574,35,19,22.23634053
KINGLAKE,2018,1612,62,20,38.46153846
KINGLAKE,2019,1650,56,21,33.93939394
KINGLAKE,2020,1688,65,27,38.507109
KINGLAKE CENTRAL,2011,281,8,5,28.46975089
KINGLAKE CENTRAL,2012,293,5,5,17.06484642
KINGLAKE CENTRAL,2013,306,13,8,42.48366013
KINGLAKE CENTRAL,2014,319,8,5,25.07836991
KINGLAKE CENTRAL,2015,332,13,8,39.15662651
KINGLAKE CENTRAL,2016,345,5,4,14.49275362
KINGLAKE CENTRAL,2017,358,8,3,22.34636872
KINGLAKE CENTRAL,2018,371,11,10,29.64959569
KINGLAKE CENTRAL,2019,384,15,8,39.0625
KINGLAKE CENTRAL,2020,397,10,7,25.18891688
KINGLAKE WEST,2011,1066,13,7,12.19512195
KINGLAKE WEST,2012,1086,22,12,20.25782689
KINGLAKE WEST,2013,1106,42,16,37.97468354
KINGLAKE WEST,2014,1126,34,16,30.19538188
KINGLAKE WEST,2015,1146,42,21,36.64921466
KINGLAKE WEST,2016,1166,34,16,29.15951973
KINGLAKE WEST,2017,1186,47,25,39.62900506
KINGLAKE WEST,2018,1206,35,20,29.02155887
KINGLAKE WEST,2019,1226,38,18,30.99510604
KINGLAKE WEST,2020,1246,52,21,41.73354735
KINGS PARK,2011,8311,394,35,47.4070509
KINGS PARK,2012,8288,403,37,48.62451737
KINGS PARK,2013,8265,362,37,43.79915306
KINGS PARK,2014,8243,313,38,37.97161228
KINGS PARK,2015,8220,450,41,54.74452555
KINGS PARK,2016,8198,438,44,53.42766528
KINGS PARK,2017,8176,385,42,47.0890411
KINGS PARK,2018,8154,391,41,47.95192544
KINGS PARK,2019,8132,321,37,39.47368421
KINGS PARK,2020,8110,537,40,66.21454994
KINGSBURY,2011,3362,175,21,52.05234979
KINGSBURY,2012,3445,167,29,48.47605225
KINGSBURY,2013,3529,168,26,47.60555398
KINGSBURY,2014,3612,238,31,65.89147287
KINGSBURY,2015,3696,220,30,59.52380952
KINGSBURY,2016,3780,267,35,70.63492063
KINGSBURY,2017,3864,318,37,82.29813665
KINGSBURY,2018,3948,251,34,63.57649443
KINGSBURY,2019,4032,303,35,75.14880952
KINGSBURY,2020,4116,350,38,85.03401361
KINGSTON,2011,318,4,3,12.57861635
KINGSTON,2012,,1,1,0
KINGSTON,2013,,4,4,0
KINGSTON,2014,,7,5,0
KINGSTON,2015,,8,8,0
KINGSTON,2016,177,9,5,50.84745763
KINGSTON,2017,,3,2,0
KINGSTON,2018,,2,2,0
KINGSTON,2020,,2,2,0
KINGSVILLE,2011,3509,199,25,56.71131376
KINGSVILLE,2012,3596,226,27,62.84760845
KINGSVILLE,2013,3683,162,27,43.98588108
KINGSVILLE,2014,3771,128,24,33.94325113
KINGSVILLE,2015,3858,141,23,36.5474339
KINGSVILLE,2016,3946,152,26,38.52002027
KINGSVILLE,2017,4034,166,27,41.1502231
KINGSVILLE,2018,4122,195,32,47.30713246
KINGSVILLE,2019,4210,125,24,29.6912114
KINGSVILLE,2020,4298,162,27,37.69194974
KIRKSTALL,2011,346,4,2,11.56069364
KIRKSTALL,2012,350,10,8,28.57142857
KIRKSTALL,2013,354,4,3,11.29943503
KIRKSTALL,2014,358,11,7,30.72625698
KIRKSTALL,2015,362,5,5,13.8121547
KIRKSTALL,2016,366,8,8,21.8579235
KIRKSTALL,2017,370,15,12,40.54054054
KIRKSTALL,2018,374,10,7,26.73796791
KIRKSTALL,2019,378,7,6,18.51851852
KIRKSTALL,2020,382,7,5,18.32460733
KIRWANS BRIDGE,2011,202,1,1,4.95049505
KIRWANS BRIDGE,2012,188,2,2,10.63829787
KIRWANS BRIDGE,2013,175,3,2,17.14285714
KIRWANS BRIDGE,2014,162,3,3,18.51851852
KIRWANS BRIDGE,2015,149,3,1,20.13422819
KIRWANS BRIDGE,2016,136,1,1,7.352941176
KIRWANS BRIDGE,2017,123,3,2,24.3902439
KIRWANS BRIDGE,2018,110,3,3,27.27272727
KIRWANS BRIDGE,2019,97,4,3,41.2371134
KIRWANS BRIDGE,2020,84,2,2,23.80952381
KNOWSLEY,2011,173,3,3,17.34104046
KNOWSLEY,2012,170,5,5,29.41176471
KNOWSLEY,2013,167,4,3,23.95209581
KNOWSLEY,2014,165,10,5,60.60606061
KNOWSLEY,2015,162,13,7,80.24691358
KNOWSLEY,2016,160,11,7,68.75
KNOWSLEY,2017,158,17,9,107.5949367
KNOWSLEY,2018,156,6,3,38.46153846
KNOWSLEY,2019,154,7,4,45.45454545
KNOWSLEY,2020,152,4,3,26.31578947
KNOXFIELD,2011,7140,243,36,34.03361345
KNOXFIELD,2012,7204,362,32,50.24986119
KNOXFIELD,2013,7268,365,33,50.22014309
KNOXFIELD,2014,7333,415,36,56.59348152
KNOXFIELD,2015,7397,341,35,46.09977018
KNOXFIELD,2016,7462,477,43,63.923881
KNOXFIELD,2017,7527,402,40,53.40773216
KNOXFIELD,2018,7592,387,38,50.97471022
KNOXFIELD,2019,7657,335,39,43.75081625
KNOXFIELD,2020,7722,419,41,54.26055426
KOLORA,2011,356,6,4,16.85393258
KOLORA,2012,,5,4,0
KOLORA,2013,,3,3,0
KOLORA,2015,,4,4,0
KOLORA,2016,142,6,5,42.25352113
KOLORA,2017,,3,2,0
KOLORA,2018,,6,5,0
KOLORA,2019,,2,2,0
KOLORA,2020,,2,2,0
KONONGWOOTONG,2011,194,1,1,5.154639175
KONONGWOOTONG,2013,,1,1,0
KONONGWOOTONG,2014,,2,2,0
KONONGWOOTONG,2019,,1,1,0
KONONGWOOTONG,2020,,2,2,0
KOO WEE RUP,2011,3079,143,25,46.44365054
KOO WEE RUP,2012,3179,148,28,46.5555206
KOO WEE RUP,2013,3279,117,35,35.68161025
KOO WEE RUP,2014,3379,106,31,31.37022788
KOO WEE RUP,2015,3479,125,29,35.9298649
KOO WEE RUP,2016,3579,172,28,48.05811679
KOO WEE RUP,2017,3679,152,29,41.31557488
KOO WEE RUP,2018,3779,113,31,29.9020905
KOO WEE RUP,2019,3879,180,31,46.4037123
KOO WEE RUP,2020,3979,157,30,39.45715004
KOONDROOK,2011,1094,8,5,7.31261426
KOONDROOK,2012,1073,9,8,8.387698043
KOONDROOK,2013,1052,8,4,7.604562738
KOONDROOK,2014,1032,35,18,33.91472868
KOONDROOK,2015,1011,34,19,33.63006924
KOONDROOK,2016,991,30,16,30.27245207
KOONDROOK,2017,971,27,14,27.80638517
KOONDROOK,2018,951,18,10,18.92744479
KOONDROOK,2019,931,34,14,36.51987111
KOONDROOK,2020,911,29,15,31.83315038
KOONOOMOO,2011,255,5,4,19.60784314
KOONOOMOO,2012,263,27,6,102.661597
KOONOOMOO,2013,271,29,9,107.0110701
KOONOOMOO,2014,279,59,8,211.4695341
KOONOOMOO,2015,287,77,12,268.2926829
KOONOOMOO,2016,296,66,11,222.972973
KOONOOMOO,2017,305,66,13,216.3934426
KOONOOMOO,2018,314,30,12,95.54140127
KOONOOMOO,2019,323,21,14,65.01547988
KOONOOMOO,2020,332,20,15,60.24096386
KOONWARRA,2011,385,5,4,12.98701299
KOONWARRA,2012,388,5,4,12.88659794
KOONWARRA,2013,392,4,3,10.20408163
KOONWARRA,2014,396,6,5,15.15151515
KOONWARRA,2015,400,6,2,15
KOONWARRA,2016,404,5,4,12.37623762
KOONWARRA,2017,408,5,3,12.25490196
KOONWARRA,2018,412,12,8,29.12621359
KOONWARRA,2019,416,7,4,16.82692308
KOONWARRA,2020,420,16,11,38.0952381
KOORLONG,2011,461,11,7,23.86117137
KOORLONG,2012,442,11,9,24.88687783
KOORLONG,2013,423,7,7,16.54846336
KOORLONG,2014,404,5,5,12.37623762
KOORLONG,2015,385,9,8,23.37662338
KOORLONG,2016,366,16,8,43.71584699
KOORLONG,2017,347,5,5,14.4092219
KOORLONG,2018,328,7,4,21.34146341
KOORLONG,2019,309,14,11,45.30744337
KOORLONG,2020,290,26,11,89.65517241
KOOYONG,2011,803,98,19,122.0423412
KOOYONG,2012,805,68,17,84.47204969
KOOYONG,2013,808,53,13,65.59405941
KOOYONG,2014,811,61,16,75.21578298
KOOYONG,2015,814,78,18,95.82309582
KOOYONG,2016,817,75,21,91.79926561
KOOYONG,2017,820,68,21,82.92682927
KOOYONG,2018,823,63,17,76.54921021
KOOYONG,2019,826,57,16,69.00726392
KOOYONG,2020,829,64,21,77.20144753
KOROBEIT,2011,353,1,1,2.83286119
KOROBEIT,2012,,1,1,0
KOROBEIT,2018,,2,2,0
KOROBEIT,2019,,3,3,0
KOROBEIT,2020,,1,1,0
KOROIT,2011,1958,53,20,27.06843718
KOROIT,2012,1977,85,26,42.99443601
KOROIT,2013,1996,57,18,28.55711423
KOROIT,2014,2016,45,20,22.32142857
KOROIT,2015,2035,43,16,21.13022113
KOROIT,2016,2055,66,22,32.11678832
KOROIT,2017,2075,68,28,32.77108434
KOROIT,2018,2095,47,23,22.43436754
KOROIT,2019,2115,64,21,30.26004728
KOROIT,2020,2135,67,28,31.38173302
KORONG VALE,2011,248,12,10,48.38709677
KORONG VALE,2012,232,13,9,56.03448276
KORONG VALE,2013,216,11,8,50.92592593
KORONG VALE,2014,200,6,5,30
